status,source_file,output_file,preset,original_size_bytes,converted_size_bytes,message
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/sombras/miss rose pro - 4 - paleta de maquiagem - make-up.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/hero/maquiagem/sombras/miss rose pro - 4 - paleta de maquiagem - make-up_hero.webp,hero,97211,79858,94.9 KB -> 78.0 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/rosto/primer facial imperial pore e lift control - hana by miss rose- 20ml.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/thumbnail/maquiagem/rosto/primer facial imperial pore e lift control - hana by miss rose- 20ml_thumbnail.webp,thumbnail,64092,3476,62.6 KB -> 3.4 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/rosto/primer facial imperial pore e lift control - hana by miss rose- 20ml.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/card/maquiagem/rosto/primer facial imperial pore e lift control - hana by miss rose- 20ml_card.webp,card,64092,11610,62.6 KB -> 11.3 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/rosto/primer facial imperial pore e lift control - hana by miss rose- 20ml.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/detail/maquiagem/rosto/primer facial imperial pore e lift control - hana by miss rose- 20ml_detail.webp,detail,64092,33850,62.6 KB -> 33.1 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/rosto/primer facial imperial pore e lift control - hana by miss rose- 20ml.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/hero/maquiagem/rosto/primer facial imperial pore e lift control - hana by miss rose- 20ml_hero.webp,hero,64092,48660,62.6 KB -> 47.5 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/rosto/fixador de maquiagem miss rose fix stay over - 80ml.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/thumbnail/maquiagem/rosto/fixador de maquiagem miss rose fix stay over - 80ml_thumbnail.webp,thumbnail,57447,3490,56.1 KB -> 3.4 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/rosto/fixador de maquiagem miss rose fix stay over - 80ml.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/card/maquiagem/rosto/fixador de maquiagem miss rose fix stay over - 80ml_card.webp,card,57447,10486,56.1 KB -> 10.2 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/rosto/fixador de maquiagem miss rose fix stay over - 80ml.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/detail/maquiagem/rosto/fixador de maquiagem miss rose fix stay over - 80ml_detail.webp,detail,57447,27192,56.1 KB -> 26.6 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/rosto/fixador de maquiagem miss rose fix stay over - 80ml.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/hero/maquiagem/rosto/fixador de maquiagem miss rose fix stay over - 80ml_hero.webp,hero,57447,37848,56.1 KB -> 37.0 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/labial/batom/cor02 - queen - batom imperial lipglow hana.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/thumbnail/maquiagem/labial/batom/cor02 - queen - batom imperial lipglow hana_thumbnail.webp,thumbnail,77437,4198,75.6 KB -> 4.1 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/labial/batom/cor02 - queen - batom imperial lipglow hana.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/card/maquiagem/labial/batom/cor02 - queen - batom imperial lipglow hana_card.webp,card,77437,13400,75.6 KB -> 13.1 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/labial/batom/cor02 - queen - batom imperial lipglow hana.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/detail/maquiagem/labial/batom/cor02 - queen - batom imperial lipglow hana_detail.webp,detail,77437,37008,75.6 KB -> 36.1 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/labial/batom/cor02 - queen - batom imperial lipglow hana.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/hero/maquiagem/labial/batom/cor02 - queen - batom imperial lipglow hana_hero.webp,hero,77437,53622,75.6 KB -> 52.4 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/labial/batom/n48 - batom cremoso - miss rose pro.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/thumbnail/maquiagem/labial/batom/n48 - batom cremoso - miss rose pro_thumbnail.webp,thumbnail,69169,3986,67.5 KB -> 3.9 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/labial/batom/n48 - batom cremoso - miss rose pro.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/card/maquiagem/labial/batom/n48 - batom cremoso - miss rose pro_card.webp,card,69169,12072,67.5 KB -> 11.8 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/labial/batom/n48 - batom cremoso - miss rose pro.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/detail/maquiagem/labial/batom/n48 - batom cremoso - miss rose pro_detail.webp,detail,69169,33164,67.5 KB -> 32.4 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/labial/batom/n48 - batom cremoso - miss rose pro.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/hero/maquiagem/labial/batom/n48 - batom cremoso - miss rose pro_hero.webp,hero,69169,48208,67.5 KB -> 47.1 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/labial/batom/n33 - batom cremoso - miss rose pro.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/thumbnail/maquiagem/labial/batom/n33 - batom cremoso - miss rose pro_thumbnail.webp,thumbnail,70771,3888,69.1 KB -> 3.8 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/labial/batom/n33 - batom cremoso - miss rose pro.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/card/maquiagem/labial/batom/n33 - batom cremoso - miss rose pro_card.webp,card,70771,11954,69.1 KB -> 11.7 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/labial/batom/n33 - batom cremoso - miss rose pro.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/detail/maquiagem/labial/batom/n33 - batom cremoso - miss rose pro_detail.webp,detail,70771,33544,69.1 KB -> 32.8 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/labial/batom/n33 - batom cremoso - miss rose pro.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/hero/maquiagem/labial/batom/n33 - batom cremoso - miss rose pro_hero.webp,hero,70771,48408,69.1 KB -> 47.3 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/labial/batom/n62 - 2 - batom cremoso - miss rose pro.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/thumbnail/maquiagem/labial/batom/n62 - 2 - batom cremoso - miss rose pro_thumbnail.webp,thumbnail,68956,4158,67.3 KB -> 4.1 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/labial/batom/n62 - 2 - batom cremoso - miss rose pro.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/card/maquiagem/labial/batom/n62 - 2 - batom cremoso - miss rose pro_card.webp,card,68956,12062,67.3 KB -> 11.8 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/labial/batom/n62 - 2 - batom cremoso - miss rose pro.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/detail/maquiagem/labial/batom/n62 - 2 - batom cremoso - miss rose pro_detail.webp,detail,68956,32390,67.3 KB -> 31.6 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/labial/batom/n62 - 2 - batom cremoso - miss rose pro.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/hero/maquiagem/labial/batom/n62 - 2 - batom cremoso - miss rose pro_hero.webp,hero,68956,46818,67.3 KB -> 45.7 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/labial/batom/n303 - batom cremoso - miss rose pro.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/thumbnail/maquiagem/labial/batom/n303 - batom cremoso - miss rose pro_thumbnail.webp,thumbnail,48541,2864,47.4 KB -> 2.8 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/labial/batom/n303 - batom cremoso - miss rose pro.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/card/maquiagem/labial/batom/n303 - batom cremoso - miss rose pro_card.webp,card,48541,8288,47.4 KB -> 8.1 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/labial/batom/n303 - batom cremoso - miss rose pro.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/detail/maquiagem/labial/batom/n303 - batom cremoso - miss rose pro_detail.webp,detail,48541,23108,47.4 KB -> 22.6 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/labial/batom/n303 - batom cremoso - miss rose pro.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/hero/maquiagem/labial/batom/n303 - batom cremoso - miss rose pro_hero.webp,hero,48541,33142,47.4 KB -> 32.4 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/labial/batom/cor03 - batom imperial lipglow hana.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/thumbnail/maquiagem/labial/batom/cor03 - batom imperial lipglow hana_thumbnail.webp,thumbnail,76755,4216,75.0 KB -> 4.1 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/labial/batom/cor03 - batom imperial lipglow hana.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/card/maquiagem/labial/batom/cor03 - batom imperial lipglow hana_card.webp,card,76755,13278,75.0 KB -> 13.0 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/labial/batom/cor03 - batom imperial lipglow hana.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/detail/maquiagem/labial/batom/cor03 - batom imperial lipglow hana_detail.webp,detail,76755,37872,75.0 KB -> 37.0 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/labial/batom/cor03 - batom imperial lipglow hana.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/hero/maquiagem/labial/batom/cor03 - batom imperial lipglow hana_hero.webp,hero,76755,54318,75.0 KB -> 53.0 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/labial/batom/cor 01 - rouge - batom imperial lipglow hana.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/thumbnail/maquiagem/labial/batom/cor 01 - rouge - batom imperial lipglow hana_thumbnail.webp,thumbnail,82077,4414,80.2 KB -> 4.3 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/labial/batom/cor 01 - rouge - batom imperial lipglow hana.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/card/maquiagem/labial/batom/cor 01 - rouge - batom imperial lipglow hana_card.webp,card,82077,14080,80.2 KB -> 13.8 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/labial/batom/cor 01 - rouge - batom imperial lipglow hana.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/detail/maquiagem/labial/batom/cor 01 - rouge - batom imperial lipglow hana_detail.webp,detail,82077,39666,80.2 KB -> 38.7 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/labial/batom/cor 01 - rouge - batom imperial lipglow hana.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/hero/maquiagem/labial/batom/cor 01 - rouge - batom imperial lipglow hana_hero.webp,hero,82077,57294,80.2 KB -> 56.0 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/labial/batom/n59 - batom cremoso - miss rose pro.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/thumbnail/maquiagem/labial/batom/n59 - batom cremoso - miss rose pro_thumbnail.webp,thumbnail,70856,3938,69.2 KB -> 3.8 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/labial/batom/n59 - batom cremoso - miss rose pro.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/card/maquiagem/labial/batom/n59 - batom cremoso - miss rose pro_card.webp,card,70856,12034,69.2 KB -> 11.8 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/labial/batom/n59 - batom cremoso - miss rose pro.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/detail/maquiagem/labial/batom/n59 - batom cremoso - miss rose pro_detail.webp,detail,70856,33746,69.2 KB -> 33.0 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/labial/batom/n59 - batom cremoso - miss rose pro.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/hero/maquiagem/labial/batom/n59 - batom cremoso - miss rose pro_hero.webp,hero,70856,49534,69.2 KB -> 48.4 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/labial/batom/cor04 - kingdom - batom imperial lipglow hana.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/thumbnail/maquiagem/labial/batom/cor04 - kingdom - batom imperial lipglow hana_thumbnail.webp,thumbnail,83103,4718,81.2 KB -> 4.6 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/labial/batom/cor04 - kingdom - batom imperial lipglow hana.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/card/maquiagem/labial/batom/cor04 - kingdom - batom imperial lipglow hana_card.webp,card,83103,14722,81.2 KB -> 14.4 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/labial/batom/cor04 - kingdom - batom imperial lipglow hana.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/detail/maquiagem/labial/batom/cor04 - kingdom - batom imperial lipglow hana_detail.webp,detail,83103,39970,81.2 KB -> 39.0 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/labial/batom/cor04 - kingdom - batom imperial lipglow hana.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/hero/maquiagem/labial/batom/cor04 - kingdom - batom imperial lipglow hana_hero.webp,hero,83103,58404,81.2 KB -> 57.0 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/labial/batom/n46 - batom cremoso - miss rose pro.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/thumbnail/maquiagem/labial/batom/n46 - batom cremoso - miss rose pro_thumbnail.webp,thumbnail,68115,3918,66.5 KB -> 3.8 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/labial/batom/n46 - batom cremoso - miss rose pro.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/card/maquiagem/labial/batom/n46 - batom cremoso - miss rose pro_card.webp,card,68115,11694,66.5 KB -> 11.4 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/labial/batom/n46 - batom cremoso - miss rose pro.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/detail/maquiagem/labial/batom/n46 - batom cremoso - miss rose pro_detail.webp,detail,68115,32248,66.5 KB -> 31.5 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/labial/batom/n46 - batom cremoso - miss rose pro.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/hero/maquiagem/labial/batom/n46 - batom cremoso - miss rose pro_hero.webp,hero,68115,45718,66.5 KB -> 44.6 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/labial/batom/n62 - batom cremoso - miss rose pro.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/thumbnail/maquiagem/labial/batom/n62 - batom cremoso - miss rose pro_thumbnail.webp,thumbnail,68763,3842,67.2 KB -> 3.8 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/labial/batom/n62 - batom cremoso - miss rose pro.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/card/maquiagem/labial/batom/n62 - batom cremoso - miss rose pro_card.webp,card,68763,11682,67.2 KB -> 11.4 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/labial/batom/n62 - batom cremoso - miss rose pro.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/detail/maquiagem/labial/batom/n62 - batom cremoso - miss rose pro_detail.webp,detail,68763,33210,67.2 KB -> 32.4 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/labial/batom/n62 - batom cremoso - miss rose pro.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/hero/maquiagem/labial/batom/n62 - batom cremoso - miss rose pro_hero.webp,hero,68763,47748,67.2 KB -> 46.6 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/labial/gloss/02 - Matte - eccseee.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/thumbnail/maquiagem/labial/gloss/02 - Matte - eccseee_thumbnail.webp,thumbnail,80738,4388,78.8 KB -> 4.3 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/labial/gloss/02 - Matte - eccseee.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/card/maquiagem/labial/gloss/02 - Matte - eccseee_card.webp,card,80738,14056,78.8 KB -> 13.7 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/labial/gloss/02 - Matte - eccseee.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/detail/maquiagem/labial/gloss/02 - Matte - eccseee_detail.webp,detail,80738,39544,78.8 KB -> 38.6 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/labial/gloss/02 - Matte - eccseee.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/hero/maquiagem/labial/gloss/02 - Matte - eccseee_hero.webp,hero,80738,58094,78.8 KB -> 56.7 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/labial/gloss/03 - Matte - eccseee.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/thumbnail/maquiagem/labial/gloss/03 - Matte - eccseee_thumbnail.webp,thumbnail,80382,4804,78.5 KB -> 4.7 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/labial/gloss/03 - Matte - eccseee.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/card/maquiagem/labial/gloss/03 - Matte - eccseee_card.webp,card,80382,14830,78.5 KB -> 14.5 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/labial/gloss/03 - Matte - eccseee.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/detail/maquiagem/labial/gloss/03 - Matte - eccseee_detail.webp,detail,80382,39676,78.5 KB -> 38.7 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/labial/gloss/03 - Matte - eccseee.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/hero/maquiagem/labial/gloss/03 - Matte - eccseee_hero.webp,hero,80382,56858,78.5 KB -> 55.5 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/labial/gloss/Mocallure - lipgloss - infantil - 03.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/thumbnail/maquiagem/labial/gloss/Mocallure - lipgloss - infantil - 03_thumbnail.webp,thumbnail,72231,3998,70.5 KB -> 3.9 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/labial/gloss/Mocallure - lipgloss - infantil - 03.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/card/maquiagem/labial/gloss/Mocallure - lipgloss - infantil - 03_card.webp,card,72231,12946,70.5 KB -> 12.6 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/labial/gloss/Mocallure - lipgloss - infantil - 03.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/detail/maquiagem/labial/gloss/Mocallure - lipgloss - infantil - 03_detail.webp,detail,72231,34272,70.5 KB -> 33.5 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/labial/gloss/Mocallure - lipgloss - infantil - 03.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/hero/maquiagem/labial/gloss/Mocallure - lipgloss - infantil - 03_hero.webp,hero,72231,49776,70.5 KB -> 48.6 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/labial/gloss/06 - Matte - eccseee.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/thumbnail/maquiagem/labial/gloss/06 - Matte - eccseee_thumbnail.webp,thumbnail,92881,4950,90.7 KB -> 4.8 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/labial/gloss/06 - Matte - eccseee.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/card/maquiagem/labial/gloss/06 - Matte - eccseee_card.webp,card,92881,16744,90.7 KB -> 16.4 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/labial/gloss/06 - Matte - eccseee.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/detail/maquiagem/labial/gloss/06 - Matte - eccseee_detail.webp,detail,92881,48672,90.7 KB -> 47.5 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/labial/gloss/06 - Matte - eccseee.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/hero/maquiagem/labial/gloss/06 - Matte - eccseee_hero.webp,hero,92881,69690,90.7 KB -> 68.1 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/labial/gloss/n3 - lip gloss love rain.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/thumbnail/maquiagem/labial/gloss/n3 - lip gloss love rain_thumbnail.webp,thumbnail,54829,2844,53.5 KB -> 2.8 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/labial/gloss/n3 - lip gloss love rain.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/card/maquiagem/labial/gloss/n3 - lip gloss love rain_card.webp,card,54829,8966,53.5 KB -> 8.8 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/labial/gloss/n3 - lip gloss love rain.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/detail/maquiagem/labial/gloss/n3 - lip gloss love rain_detail.webp,detail,54829,26106,53.5 KB -> 25.5 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/labial/gloss/n3 - lip gloss love rain.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/hero/maquiagem/labial/gloss/n3 - lip gloss love rain_hero.webp,hero,54829,40668,53.5 KB -> 39.7 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/labial/gloss/004 queen - imperial golden lips plumper.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/thumbnail/maquiagem/labial/gloss/004 queen - imperial golden lips plumper_thumbnail.webp,thumbnail,75854,3234,74.1 KB -> 3.2 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/labial/gloss/004 queen - imperial golden lips plumper.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/card/maquiagem/labial/gloss/004 queen - imperial golden lips plumper_card.webp,card,75854,11218,74.1 KB -> 11.0 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/labial/gloss/004 queen - imperial golden lips plumper.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/detail/maquiagem/labial/gloss/004 queen - imperial golden lips plumper_detail.webp,detail,75854,34686,74.1 KB -> 33.9 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/labial/gloss/004 queen - imperial golden lips plumper.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/hero/maquiagem/labial/gloss/004 queen - imperial golden lips plumper_hero.webp,hero,75854,51000,74.1 KB -> 49.8 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/labial/gloss/n1 - lip gloss love rain.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/thumbnail/maquiagem/labial/gloss/n1 - lip gloss love rain_thumbnail.webp,thumbnail,78954,2512,77.1 KB -> 2.5 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/labial/gloss/n1 - lip gloss love rain.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/card/maquiagem/labial/gloss/n1 - lip gloss love rain_card.webp,card,78954,7746,77.1 KB -> 7.6 KB
SUCCESS,/home/gabbu/Downloads/ecommerce-produtos/maquiagem/labial/gloss/n1 - lip gloss love rain.jpeg,/home/gabbu/Área de trabalho/scripts/otimizacao-imgs-webp/ecommerce-produtos/detail/maquiagem/labial/gloss/n1 - lip gloss love rain_detail.webp,detail,78954,23712,77.1 KB -> 23.2 KB
